LoanStatus,CurrentLoanAmount,Term,CreditScore,AnnualIncome,MonthlyDebt,YearsofCreditHistory,MonthsSinceLastDelinquent,NumberofOpenAccounts,Bankruptcies,CurrentCreditBalance,MaximumCredit
Fully Paid,162074,Short Term,712,583224,4665.83,23.1,NA,6,0,128231,159830
Fully Paid,99999999,Short Term,735,1305262,13487.72,12.5,13,9,0,73929,1188990
Charged Off,54670,Short Term,726,717668,9628.63,15.9,38,8,0,232446,286330
Fully Paid,270556,Short Term,,,23365.44,14.6,45,12,2,97185,232012
Fully Paid,71830,Short Term,685,876831,6210.91,21.5,25,6,0,66690,161898
Charged Off,64922,Short Term,,,6812.64,17.6,65,5,0,80598,326282
Fully Paid,780934,Short Term,704,2312376,14067.03,31,NA,6,1,232674,472670
Fully Paid,230274,Short Term,741,1220845,7671.06,8.7,NA,6,0,261402,453112
Fully Paid,193644,Short Term,720,480529,10211.36,23.9,79,10,1,221122,373230
Charged Off,128150,Short Term,7060,309320,3144.88,12.6,NA,5,0,129523,284042
Fully Paid,196526,Short Term,751,1182484,18230.12,11.2,NA,6,0,15846,382162
Charged Off,218526,Long Term,688,849281,26893.55,12.3,30,15,0,117857,200970
Fully Paid,343618,Short Term,705,3113568,51114.56,23.2,49,19,0,127718,826144
Fully Paid,181918,Short Term,734,710733,8055.05,14.9,54,14,0,113031,188298
Charged Off,469392,Long Term,718,922450,6272.66,14.1,NA,3,0,336148,407132
Fully Paid,149292,Short Term,,,8288.37,15.5,NA,11,0,129352,1018930
Fully Paid,224202,Short Term,,,18501.25,5.5,NA,9,0,169233,271392
Fully Paid,139458,Short Term,731,526889,4346.82,13.4,NA,9,0,134805,291764
Fully Paid,141724,Short Term,741,338960,3841.42,19.6,NA,7,0,106495,390214
Charged Off,21736,Short Term,,,2373.29,9.7,44,8,0,58919,362824
Fully Paid,355278,Long Term,642,1250447,24279.34,12.4,NA,16,1,64410,300718
Fully Paid,222750,Short Term,740,1442822,14428.22,18.9,62,6,0,120156,500478
Fully Paid,66374,Short Term,724,1146612,13472.71,18,12,7,0,47576,110638
Fully Paid,99999999,Short Term,721,411692,4803.01,12.9,16,14,0,133589,433290
Fully Paid,134574,Short Term,747,1065387,17756.45,25.9,NA,9,0,456038,639276
Fully Paid,224840,Short Term,694,776720,16699.48,14.8,50,3,0,184661,238370
Charged Off,574596,Long Term,675,1113970,28127.98,16.2,NA,9,0,699675,952006
Fully Paid,111980,Short Term,714,464170,1798.54,8,NA,3,0,97926,176880
Charged Off,778778,Short Term,7000,2786407,23452.27,21.9,68,17,0,457273,911328
Fully Paid,212388,Short Term,666,786106,11857.14,27.3,6,19,0,164312,323026
Fully Paid,268048,Short Term,,,13760.56,21,NA,11,0,424897,746548
Fully Paid,441056,Short Term,746,2095016,9916.48,18.8,NA,13,0,178790,1544840
Charged Off,112112,Short Term,717,871416,23746.01,18.9,NA,8,0,129960,237732
Charged Off,464222,Long Term,,,12688.39,15.2,NA,7,0,334457,552464
Fully Paid,266266,Short Term,735,1149804,21520.54,12.8,NA,7,0,216600,281798
Fully Paid,21736,Short Term,711,2589757,33019.34,22.8,13,12,0,361247,530156
Fully Paid,388630,Long Term,722,801800,13296.58,25.5,21,16,0,509390,1114960
Charged Off,767536,Short Term,688,1761338,45061.16,14,59,15,1,466507,807422
Fully Paid,431002,Long Term,678,2320356,24750.54,10.8,NA,9,0,641611,787842
Fully Paid,349778,Short Term,,,14179.13,30.3,NA,15,0,815936,1444608
Fully Paid,99999999,Short Term,750,1420478,30433.44,34.3,NA,8,0,441655,1478004
Charged Off,186362,Short Term,7170,952375,8412.63,22.2,33,10,0,47747,145486
Fully Paid,118602,Short Term,641,875235,14003.76,20.5,61,10,0,119814,353892
Fully Paid,705122,Short Term,726,2702313,49767.65,28.8,40,12,1,179873,710842
Fully Paid,485166,Long Term,699,952280,13411.34,15.4,68,19,0,111264,317328
Fully Paid,171996,Short Term,750,1151134,14130.3,17.8,NA,9,0,45828,229680
Fully Paid,379016,Short Term,703,1135269,20245.64,18,NA,16,0,186618,631818
Fully Paid,193776,Short Term,688,762413,23952.16,16.8,NA,15,0,230679,676192
Fully Paid,26928,Short Term,,,15004.49,11.8,NA,9,0,7638,144980
Charged Off,216502,Long Term,,,5133.61,16.3,74,7,0,196840,418198
Charged Off,217206,Short Term,7420,844151,2159.73,8.5,NA,14,1,149055,434742
Charged Off,266508,Short Term,7140,1246742,24934.65,10.7,NA,13,0,379316,533016
Fully Paid,323268,Short Term,737,1116744,21404.26,23,45,11,0,422313,661716
Fully Paid,485606,Long Term,709,1048458,13542.44,13.8,NA,9,0,499377,1021614
Charged Off,755986,Long Term,7140,2369091,47579.04,21.8,19,21,0,718713,1364242
Fully Paid,668382,Long Term,,,37892.46,20.8,66,8,0,452656,728970
Fully Paid,52118,Short Term,745,1547132,17482.47,26.5,NA,8,0,409298,827112
Fully Paid,43296,Short Term,730,448742,6731.32,25.7,9,2,0,0,0
Fully Paid,545050,Long Term,713,2353625,40011.72,17.3,NA,17,0,554230,930050
Fully Paid,443960,Short Term,724,1955442,14160.7,12.5,16,6,0,275690,357478
Fully Paid,148016,Long Term,731,1045912,16560.21,18.2,21,7,0,11533,196240
Fully Paid,332442,Short Term,685,909188,20986.83,10,11,13,0,288515,426096
Charged Off,267960,Long Term,740,674975,10462.16,19.7,NA,12,0,42123,435446
Charged Off,214808,Short Term,,,15952.78,9,19,8,0,23522,52998
Charged Off,543246,Long Term,7280,1125978,19404.32,21.8,NA,9,0,374300,670890
Charged Off,224268,Short Term,734,716642,18214.54,14.3,54,17,0,123766,349514
Fully Paid,267520,Short Term,,,5487.01,23.6,NA,8,0,230926,323312
Fully Paid,386034,Long Term,708,1143078,25338.21,11.4,NA,8,0,311657,375122
Fully Paid,231792,Short Term,715,778525,5637.87,16.7,35,12,1,144457,255376
Fully Paid,99999999,Short Term,734,1777545,10028.2,21.7,34,10,1,13604,96052
Fully Paid,337942,Short Term,738,1282291,23615.67,17.5,NA,5,1,47196,121440
Fully Paid,99999999,Short Term,747,1526688,32060.41,30.2,NA,15,0,521113,1390312
Fully Paid,129734,Short Term,746,336110,3389.22,15.6,NA,4,0,110542,365706
Fully Paid,11242,Short Term,747,349391,1243.17,12.7,0,4,NA,0,0
Charged Off,222486,Long Term,,,33986.06,29.8,NA,18,1,186675,438438
Fully Paid,332420,Short Term,742,1416260,7104.86,17.8,12,6,0,152912,208318
Fully Paid,43340,Short Term,719,973009,14368.18,17.5,74,8,0,65284,95348
Charged Off,413490,Short Term,7450,1642341,34078.4,16.4,NA,15,0,206682,325160
Fully Paid,99999999,Short Term,744,578550,13788.87,16,NA,8,1,84474,171886
Fully Paid,177320,Short Term,721,1033695,14127.26,15.3,6,12,0,160588,461384
Fully Paid,99999999,Short Term,743,559341,5360.28,14.7,NA,6,1,179873,397474
Fully Paid,131494,Short Term,732,946390,24606.14,13,NA,11,0,595289,815738
Fully Paid,99999999,Long Term,704,1113666,26449.52,14.6,NA,11,0,193021,659274
Fully Paid,717728,Long Term,697,2703187,14687.38,14.4,24,15,0,150974,190630
Charged Off,756998,Short Term,,,48066.96,16.7,27,14,0,475608,927102
Fully Paid,446622,Long Term,739,978424,17774.69,28.8,NA,7,0,471143,598818
Fully Paid,99999999,Short Term,732,1348620,14722.53,18.2,NA,7,0,297825,426294
Charged Off,782474,Long Term,,,37370.34,25.8,45,18,0,808298,1271622
Charged Off,676170,Short Term,,,47284.92,25.7,19,8,0,1116820,1280356
Charged Off,399850,Short Term,713,1246989,10339.61,14.2,55,7,0,106153,155584
Charged Off,105160,Short Term,730,397689,5534.51,8.7,NA,9,0,109972,214742
Charged Off,340054,Short Term,743,1796051,28736.74,23.1,18,13,0,435480,606804
Fully Paid,259776,Short Term,713,1251796,10640.19,21.6,NA,8,1,137522,572792
Fully Paid,397474,Long Term,723,1029800,11670.94,31.6,44,18,0,387638,854942
Fully Paid,442948,Long Term,723,1625830,16799.99,19,14,11,0,286634,838134
Fully Paid,260128,Short Term,725,1048363,14152.91,21,NA,11,1,210045,299156
Fully Paid,108394,Short Term,744,748904,17599.32,18.4,56,12,0,108338,516186
Fully Paid,667194,Long Term,715,3104144,15598.24,13.9,NA,8,0,176396,322168
Fully Paid,402138,Short Term,,,42727.58,32.2,NA,17,0,1628053,3396602
Fully Paid,328592,Short Term,715,605378,9434.07,17.5,NA,7,0,118294,315612
Fully Paid,99999999,Short Term,751,1318866,25388.37,33.9,49,10,0,544578,909920
Fully Paid,288662,Long Term,693,1169773,15596.91,15,NA,19,0,252662,321838
Fully Paid,439912,Long Term,713,1462715,27303.76,16.5,NA,15,0,377815,647152
Charged Off,550066,Short Term,720,1687371,27279.06,12.1,NA,18,0,373331,708642
Charged Off,409178,Long Term,728,1115946,18506.19,12.5,8,13,0,87286,580844
Charged Off,542630,Long Term,696,1874540,22807.03,13.5,NA,7,0,438444,538362
Fully Paid,64614,Short Term,694,1581180,14270.14,19.4,44,3,0,120270,142098
Fully Paid,708444,Long Term,641,2638511,13280.62,21.9,19,8,0,77235,278630
Fully Paid,664488,Long Term,641,2199858,32997.87,18.5,48,20,0,326211,878416
Fully Paid,153054,Short Term,703,667850,18699.99,15.5,NA,11,0,488471,639804
Fully Paid,132352,Short Term,748,2990752,45858.21,15,37,11,0,584554,884752
Fully Paid,323136,Short Term,727,837216,17162.89,21.6,43,12,0,159904,293898
Fully Paid,259886,Short Term,724,748144,9601.08,22.5,62,11,0,316483,692736
Fully Paid,65164,Short Term,746,1688454,16321.76,12.5,NA,11,0,61465,366828
Charged Off,237622,Short Term,7460,746244,6591.67,9,58,9,0,194598,516802
Fully Paid,146586,Short Term,712,1146612,17390.32,8.9,NA,5,0,59299,84040
Fully Paid,212982,Short Term,744,957980,11415.77,16,NA,15,0,155762,599214
Charged Off,109758,Short Term,,,5630.08,11,NA,13,0,159581,199760
Charged Off,214676,Short Term,718,927010,10428.91,13.6,NA,6,0,56829,113850
Fully Paid,78166,Short Term,,,15771.9,10,NA,26,0,101992,449064
Fully Paid,631576,Short Term,709,1609832,13549.47,9.5,22,13,0,175731,788700
Fully Paid,675840,Short Term,697,2373632,20967.07,13.3,NA,16,0,298300,547382
Fully Paid,692604,Short Term,723,1537062,19341.24,18.5,43,13,0,593902,1043504
Fully Paid,206492,Short Term,744,1095996,26303.98,12.5,51,13,0,292391,870342
Fully Paid,99999999,Short Term,736,831877,15320.27,25.9,NA,15,1,70319,249744
Fully Paid,71346,Short Term,718,1725200,14664.2,15.7,21,11,0,62681,364672
Fully Paid,216326,Short Term,,,18881.82,25.2,44,10,0,39748,227810
Fully Paid,104698,Short Term,732,781793,12091.79,15.5,5,3,0,17423,229262
Charged Off,264264,Short Term,,,27814.1,18,12,12,0,278065,545710
Fully Paid,778624,Short Term,713,1838668,16394.91,20.4,NA,12,0,821484,1263196
Charged Off,21472,Short Term,735,1365112,14106.17,18.9,NA,6,0,171456,221320
Charged Off,246994,Short Term,742,814435,12352.28,11.1,41,10,0,85519,211134
Fully Paid,196790,Short Term,740,838166,15017.03,15,NA,9,0,243903,306306
Fully Paid,569668,Short Term,688,1122900,18434.37,15.2,NA,8,0,341069,566632
Fully Paid,174680,Short Term,,,7995.2,20,NA,8,1,140163,240086
Fully Paid,221694,Short Term,,,19046.55,19.3,NA,8,0,541880,1349348
Fully Paid,331100,Long Term,700,1963460,34687.73,14.1,NA,13,0,413497,1188044
Fully Paid,240064,Short Term,713,1239199,9572.96,14.6,60,9,0,84037,178882
Charged Off,239338,Long Term,6640,574161,10334.86,13.5,NA,11,0,80446,208384
Fully Paid,325578,Short Term,730,702487,16274.45,10,NA,19,0,287413,759792
Fully Paid,187528,Short Term,734,2120932,27130.1,15.5,NA,7,0,146243,209836
Fully Paid,525624,Short Term,746,1876136,14743.24,20,22,25,0,282264,532312
Fully Paid,670032,Short Term,686,7715520,22632.04,31.7,20,9,0,251655,352770
Fully Paid,327228,Short Term,705,1073899,16735.01,35,NA,14,1,269971,440264
Fully Paid,400708,Short Term,,,11868.92,25,34,12,0,301739,677094
Fully Paid,354860,Long Term,707,1532312,16089.2,19.7,59,8,0,202464,255090
Fully Paid,215116,Short Term,,,14181.22,10.5,NA,8,0,166117,230076
Fully Paid,327228,Long Term,668,1507232,11053.06,28.9,27,13,0,213674,355476
Charged Off,222794,Short Term,728,1154478,24725.08,9.1,46,9,0,152171,227370
Fully Paid,520498,Long Term,723,1404765,24349.26,19.8,14,11,0,387448,1242736
Fully Paid,611864,Short Term,723,2170370,33278.88,12.9,NA,15,0,211546,485034
Fully Paid,99999999,Short Term,653,1104641,7640.47,11.7,NA,8,0,260965,326326
Charged Off,756844,Long Term,6350,1400642,15290.25,19.6,NA,13,0,510169,690096
Fully Paid,222090,Short Term,707,3116836,50622.46,21,NA,13,0,710904,919710
Fully Paid,132374,Short Term,701,2551016,38903.07,25.9,65,13,0,591432,825088
Fully Paid,365464,Long Term,,,10511.94,30.6,16,7,0,322164,481360
Fully Paid,448536,Short Term,747,1549488,27632.65,9,NA,12,0,425695,1223112
Fully Paid,99999999,Long Term,729,1201560,13717.81,11.6,NA,10,0,436677,755788
Fully Paid,329582,Short Term,698,2087283,56356.66,28.5,41,25,0,618241,962170
Fully Paid,132220,Short Term,709,513817,16142.59,20.5,59,10,2,166269,449834
Fully Paid,281798,Short Term,715,1728126,11463.27,17,52,8,1,156636,260216
Fully Paid,323774,Short Term,729,1549944,18160.01,16.5,NA,25,0,194807,783178
Fully Paid,536448,Long Term,724,1756664,11271.94,13.1,NA,9,0,333393,910470
Fully Paid,132748,Short Term,708,726047,18030.05,15.4,35,9,0,131613,194612
Fully Paid,447744,Long Term,719,1033049,12396.55,17.5,33,6,0,74727,259842
Charged Off,262592,Short Term,7450,1077262,12532.21,20.6,NA,9,0,21565,805442
Fully Paid,515328,Short Term,748,2358147,36158.14,26.3,NA,16,0,1000654,2739110
Fully Paid,155738,Short Term,,,47496.01,31.4,35,15,0,489649,962566
Fully Paid,99999999,Short Term,732,984846,14362.48,11.7,71,8,0,164673,228074
Charged Off,215490,Short Term,7500,986366,23343.78,25.2,NA,14,0,2414824,10754282
Fully Paid,654984,Long Term,681,2017553,33793.97,27,NA,20,0,602338,1477652
Fully Paid,325380,Long Term,715,936700,21700.09,15.5,NA,11,0,307705,405790
Fully Paid,99999999,Short Term,694,536294,6346.19,13.1,NA,5,0,56050,66374
Fully Paid,38236,Short Term,723,1747962,38018.24,16.6,NA,8,0,53010,276452
Fully Paid,438504,Short Term,745,1173991,17414.26,14.6,NA,13,0,365864,880726
Fully Paid,427350,Short Term,737,2191346,35317.2,16.8,NA,15,0,4389,44506
Fully Paid,351670,Short Term,742,688712,14692.7,18.2,NA,7,0,172121,254848
Charged Off,222948,Short Term,717,1309309,23240.23,17.5,13,17,0,128516,207284
Fully Paid,98054,Short Term,727,470497,6567.16,15.4,NA,16,0,176016,623260
Charged Off,543796,Short Term,704,1484033,29804.35,14.1,47,13,0,438900,583462
Charged Off,253814,Short Term,695,631769,13161.87,29.6,NA,9,0,243333,281446
Fully Paid,299266,Short Term,748,1340108,16974.79,21,55,27,0,44270,488092
Fully Paid,439824,Short Term,742,1261087,10929.56,18.7,NA,7,0,374338,519112
Fully Paid,99999999,Short Term,720,4299795,71663.25,37.1,0,18,NA,2054375,5309700
Fully Paid,325380,Short Term,745,1311380,13550.8,20.5,NA,13,1,204649,877646
Fully Paid,53482,Short Term,,,6217.18,14.9,NA,7,1,57798,169422
Charged Off,312796,Short Term,,,10329.92,15,NA,5,0,101935,134134
Fully Paid,433708,Long Term,721,1985196,10405.73,17.5,11,11,0,270522,675092
Fully Paid,390368,Short Term,655,902785,10231.69,18.9,NA,9,1,64942,154726
Fully Paid,369380,Short Term,709,800869,18753.76,13.2,3,8,0,510321,986502
Fully Paid,103752,Short Term,725,746624,7964.04,7.1,NA,4,0,71668,79948
Fully Paid,440572,Short Term,,,23907.7,13.7,43,12,0,307154,436392
Fully Paid,395164,Long Term,699,853214,15357.7,16.7,78,17,0,313785,445808
Fully Paid,156068,Short Term,722,741304,21312.49,17.7,NA,8,0,374452,572748
Fully Paid,174724,Short Term,,,9177,16,NA,17,0,182476,310266
Charged Off,25784,Short Term,,,20990.44,29.8,13,12,0,264442,509498
Fully Paid,279840,Short Term,708,716072,15932.83,32.6,6,16,0,225929,379676
Fully Paid,204028,Short Term,730,1168519,12171.97,17.1,53,8,0,167143,223454
Fully Paid,620070,Long Term,,,48719.99,17.1,65,9,0,308864,416328
Fully Paid,99999999,Long Term,713,1776462,11902.36,23,NA,14,0,235828,1142570
Fully Paid,165770,Short Term,708,910176,27608.71,6,22,8,0,88445,153758
Charged Off,104764,Short Term,727,753996,5711.59,25.3,43,5,0,82745,168102
Fully Paid,99999999,Short Term,748,1542344,9395.31,23.4,NA,12,0,249660,377410
Fully Paid,259314,Short Term,,,14694.79,17.7,5,11,0,114855,369402
Fully Paid,99999999,Long Term,699,2818821,14845.84,21,NA,15,0,63745,140294
Fully Paid,105380,Short Term,718,1042910,9733.7,18.4,NA,7,0,43054,257026
Fully Paid,89584,Short Term,708,2439562,7400.12,13.6,10,6,0,98002,159830
Fully Paid,541266,Long Term,705,1776310,42779.26,17,47,15,0,125457,402402
Fully Paid,256080,Long Term,704,1328803,7330.58,21.5,NA,5,1,60648,167200
Fully Paid,99999999,Short Term,735,672372,11542.31,17.7,47,7,1,83106,270336
Fully Paid,491546,Long Term,675,970311,17870.07,12.9,NA,19,0,284924,380072
Fully Paid,64504,Short Term,743,891385,13073.71,16.6,75,12,0,129637,350724
Fully Paid,471702,Short Term,721,3588815,25779.77,17.6,32,31,0,261934,2944480
Charged Off,674344,Long Term,658,1302469,20079.77,28,6,13,0,368106,654742
Fully Paid,99999999,Short Term,725,1271727,12505.23,13.5,20,7,0,74385,105556
Fully Paid,532092,Short Term,704,1248471,19767.41,16.5,60,16,1,204231,649660
Fully Paid,99999999,Short Term,715,835791,20616.33,20.1,NA,19,1,120935,466774
Charged Off,561836,Long Term,734,876033,8957.55,26.1,NA,5,0,4940,78430
Charged Off,295372,Long Term,,,17727.19,18.9,NA,30,0,337820,1412092
Fully Paid,151096,Short Term,,,7201.57,16.3,NA,5,0,359157,848694
Fully Paid,461208,Long Term,745,1327739,12945.46,14.9,NA,11,0,48089,573980
Charged Off,434720,Short Term,,,21046.11,28.6,61,9,0,196878,317944
Fully Paid,157146,Short Term,698,2229574,14195.09,15.2,7,11,0,139213,668910
Charged Off,102014,Short Term,689,1298346,6881.23,4.9,NA,8,0,45600,275044
Fully Paid,481910,Short Term,750,1362110,24972.08,25.7,NA,13,0,661010,1527702
Fully Paid,759374,Long Term,700,1536492,30345.85,14.4,NA,20,0,648318,1060290
Fully Paid,268752,Short Term,,,20986.07,19.9,NA,18,0,523032,1533180
Charged Off,390808,Short Term,,,23164.04,37,NA,13,0,4243023,9131914
Fully Paid,99999999,Long Term,721,672315,6644.87,21.5,NA,9,0,239742,673794
Fully Paid,211772,Short Term,746,2762448,17081,18.4,NA,6,0,127585,200728
Fully Paid,260568,Short Term,,,13692.16,15.9,NA,8,0,44232,65164
Fully Paid,99999999,Short Term,742,759164,8540.69,22.5,36,7,0,59280,79156
Fully Paid,22352,Short Term,718,135071,1519.43,29,NA,3,0,43453,58080
Fully Paid,386100,Short Term,726,2223000,17283.92,22.5,7,6,0,102277,163130
Fully Paid,216986,Short Term,,,11618.69,13.7,NA,11,0,259103,420750
Fully Paid,265144,Short Term,709,1564707,18254.82,10,40,7,0,226822,349712
Fully Paid,197318,Short Term,748,1704186,21302.42,17,NA,13,0,542032,1173106
Fully Paid,128942,Short Term,712,1633202,44505.03,21.2,9,13,0,72884,120384
Fully Paid,99999999,Short Term,720,2138906,10837.03,12.3,18,16,0,201761,673244
Fully Paid,246114,Short Term,709,772920,6956.28,13.7,NA,3,0,109231,134266
Fully Paid,755216,Long Term,697,1956696,24621.72,15.6,44,13,0,260509,645898
Charged Off,313412,Short Term,743,854506,11322.29,18.8,NA,8,0,228285,667502
Charged Off,44242,Short Term,673,573021,13036.28,14,78,4,0,47234,121550
Charged Off,353408,Short Term,736,1831296,7172.5,24.4,NA,12,2,209114,391160
Fully Paid,99999999,Short Term,737,1891488,6336.5,10.7,21,10,0,136572,268488
Charged Off,254628,Long Term,688,573648,8270.13,16,NA,8,0,238146,639782
Fully Paid,131846,Short Term,746,948955,10517.64,16.5,60,14,0,100054,265738
Charged Off,519068,Short Term,734,1867890,24438.18,15.2,NA,6,0,524438,670252
Fully Paid,220242,Short Term,743,665741,11150.91,11.1,NA,7,0,119662,246532
Fully Paid,338008,Short Term,,,2508.57,24.4,58,4,0,32452,48796
Fully Paid,282348,Long Term,684,679953,13882.54,13,72,8,0,321993,449746
Fully Paid,239822,Short Term,733,1084558,10484.01,19.6,46,4,0,177308,277090
Charged Off,178200,Short Term,733,807975,6329.09,13.8,62,4,0,16169,33418
Fully Paid,156332,Short Term,695,964440,13904.01,14.5,NA,16,0,252662,359414
Fully Paid,778866,Long Term,724,2498405,27690.6,18.4,66,6,0,655557,918984
Fully Paid,101970,Short Term,714,1103254,14526.07,21.5,19,7,0,886464,1140502
Charged Off,35156,Short Term,697,2087074,13009.49,34.2,41,10,0,409868,1146332
Charged Off,332838,Short Term,745,2184620,12124.66,13.9,NA,10,0,334229,505890
Fully Paid,222112,Short Term,701,863208,3834.2,16.8,NA,8,0,115748,353628
Fully Paid,264374,Long Term,715,1065482,18557.3,17.6,5,23,0,395048,1310672
Fully Paid,99999999,Long Term,721,838223,15087.9,38.2,NA,9,1,127623,188012
Fully Paid,122848,Short Term,725,2178882,27798.9,18.5,NA,8,0,532760,639914
Fully Paid,129866,Short Term,705,1813151,7041.02,18.6,24,2,0,0,0
Charged Off,471240,Long Term,6990,1356600,28375.55,11.1,30,11,0,266361,343442
Fully Paid,676236,Short Term,733,2141414,13830.1,23.4,NA,7,0,603611,714626
Fully Paid,390962,Short Term,746,1538221,6076.01,21.5,NA,8,0,28576,153868
Fully Paid,383856,Long Term,666,890207,16097.75,16.2,NA,14,0,198759,485540
Fully Paid,99999999,Long Term,668,1418730,21044.59,11.6,NA,11,0,578189,858308
Fully Paid,289674,Long Term,707,570741,8751.4,22,NA,9,0,221901,486640
Charged Off,310684,Long Term,693,747916,4250.68,16.5,73,10,0,106590,335412
Fully Paid,106590,Short Term,747,1284970,21844.49,10.4,75,25,0,6745,169928
Fully Paid,450604,Short Term,,,31456.97,20.8,NA,12,0,1241023,2103926
Charged Off,156332,Short Term,,,8910.62,13.8,38,7,0,131765,192170
Fully Paid,99999999,Short Term,725,1164396,20279.84,21.3,NA,8,1,78907,170786
Fully Paid,347886,Long Term,709,1107890,19203.3,17,76,12,0,277647,567006
Fully Paid,99999999,Long Term,718,1455077,19885.97,14.8,NA,8,0,1022694,1703834
Fully Paid,99999999,Short Term,747,1688454,17306.72,31,NA,4,0,627361,901252
Fully Paid,268312,Short Term,737,1390306,12860.34,11.4,NA,11,0,496413,645832
Fully Paid,379258,Long Term,728,748676,13975.26,13.1,NA,8,0,718219,949344
Fully Paid,357808,Long Term,720,1840568,43099.6,16.9,12,18,0,509428,1854930
Fully Paid,300828,Long Term,671,2783595,35954.84,22.6,53,16,0,1600427,2474120
Fully Paid,185416,Short Term,704,1258142,20109.22,15.7,29,9,0,107730,220770
Fully Paid,260744,Long Term,674,525464,14625.06,33.6,36,14,0,368049,758296
Fully Paid,123728,Long Term,724,1182940,7837.12,8.5,NA,9,0,22515,465498
Fully Paid,99999999,Short Term,746,1330266,22370.79,16.5,NA,9,0,38171,143066
Fully Paid,521356,Short Term,,,10713.72,15.3,NA,10,0,314412,1049136
Charged Off,599566,Short Term,704,1152483,23145.61,28.3,1,12,0,660155,1428746
Fully Paid,357918,Short Term,728,1062556,29574.45,15.8,67,11,0,106989,196944
Fully Paid,179938,Short Term,,,926.63,46.9,NA,9,0,69578,1060136
Fully Paid,476982,Short Term,748,2808675,50087.99,18.5,33,22,0,733324,3329854
Charged Off,785862,Long Term,6630,1861582,35369.83,14.9,NA,21,0,765434,1340834
Fully Paid,324434,Short Term,742,1494312,18180.72,10.5,NA,19,0,355908,816046
Charged Off,300124,Short Term,694,731994,13358.9,23,24,12,0,351747,450032
Fully Paid,289740,Short Term,697,1874787,8295.97,17.5,NA,10,0,80693,144848
Fully Paid,190344,Short Term,723,947967,19275.5,26,16,11,0,104215,154528
Fully Paid,457336,Long Term,715,1196278,39776.31,16.4,25,15,0,378537,817740
Fully Paid,766546,Long Term,737,1824551,18701.7,14.5,NA,11,0,528295,1277078
Fully Paid,269148,Short Term,721,2711870,38418,23,NA,14,0,164578,244618
Fully Paid,113300,Short Term,712,2434147,21501.54,27.5,62,22,0,268527,410212
Fully Paid,167002,Short Term,697,576897,12547.6,8.2,NA,12,0,138244,300322
Charged Off,247346,Short Term,700,895489,23133.64,19.9,49,10,0,199443,466510
Fully Paid,330836,Short Term,714,1076179,9595.95,10.5,NA,8,0,56240,119064
Fully Paid,353034,Short Term,737,778449,19526.11,13,NA,21,0,468977,1105962
Charged Off,359282,Short Term,,,24944.72,35.6,NA,20,0,458793,1235410
Fully Paid,129800,Short Term,740,1121076,15227.93,13.5,NA,13,1,168663,599060
Fully Paid,432300,Short Term,739,1773422,23349.86,15.5,NA,7,0,167865,378136
Fully Paid,133496,Short Term,724,1940869,45448.76,17.8,NA,11,0,1166657,1680184
Fully Paid,118008,Short Term,727,704102,6864.89,11,NA,7,0,257621,486618
Fully Paid,333674,Short Term,741,2461868,61957.29,23.1,NA,16,0,1727043,2134176
Charged Off,353342,Short Term,727,1106180,15615.72,20.8,NA,7,0,302119,507716
Fully Paid,518672,Long Term,679,1123489,14511.82,17.5,6,13,0,276279,590216
Fully Paid,188892,Short Term,,,15925.8,11.9,NA,13,0,28443,587906
Fully Paid,351780,Short Term,709,1090600,15632.06,15.5,24,9,0,466811,642730
Fully Paid,112442,Short Term,736,1120506,26985.51,19.5,NA,15,0,308161,1043328
Fully Paid,130768,Short Term,741,621167,12578.76,10.4,NA,7,0,109953,307516
Fully Paid,270094,Short Term,722,524856,6560.7,18.8,56,9,0,272935,584188
Fully Paid,134354,Short Term,,,5618.3,16,NA,7,0,286368,738496
Charged Off,368896,Long Term,691,1167360,26654.72,20,NA,10,1,319998,538560
Fully Paid,194414,Short Term,692,486400,5512.47,25,NA,8,0,197562,450318
Fully Paid,130284,Short Term,750,937650,8595.03,22.2,NA,12,0,90174,506924
Charged Off,165748,Short Term,725,1049712,24143.11,15.6,NA,6,0,407968,488488
Charged Off,505802,Long Term,718,873639,20821.72,14.1,NA,13,0,477280,863500
Charged Off,43054,Short Term,7250,743584,21749.87,20,NA,12,0,387296,774532
Charged Off,44814,Short Term,7450,1645039,36739.16,18.7,38,25,0,182153,1191608
Fully Paid,291456,Short Term,719,691733,5764.41,32.6,NA,5,1,49875,99594
Fully Paid,264792,Short Term,746,895679,7299.8,19.4,NA,12,0,143355,390544
Charged Off,189134,Short Term,713,875102,4492.17,10.5,NA,9,0,127718,228580
Charged Off,758604,Short Term,720,2059068,28483.85,21,6,14,0,655044,1112144
Fully Paid,99999999,Short Term,721,1147524,31365.58,14.8,14,15,0,169157,367510
Charged Off,210100,Short Term,,,11685.76,30,NA,15,0,560918,923868
Charged Off,545446,Short Term,748,1697897,28680.31,29.6,37,12,0,508782,1258796
Charged Off,131956,Short Term,731,759772,12599.47,16.8,75,8,0,144704,186978
Fully Paid,326282,Long Term,,,24912.42,14.8,27,6,0,611230,713438
Fully Paid,171732,Short Term,731,797221,4411.23,6.6,16,8,0,8379,194062
Fully Paid,212498,Short Term,,,23143.14,13.5,NA,32,0,433770,1318284
Fully Paid,270446,Short Term,750,1907429,18438.36,24,5,10,0,236322,473440
